review,sentiment
future society military component recruit rather candidate chosen birth culled nursery designated spend entire life service government given war machine body soul reason protect serve personal identity name rank autonomy whatsoever fate whose destiny predetermined soldier directed paul anderson starring kurt russell scenario hard bleak movie begin depicting training soldier advancing period time preadolescence adulthood russell sergeant todd best best glimpse career discharge duty exemplary manner campaign campaign born soldier even best cannot go forever day arrives todd peer longer elite new generation soldier created product advanced genetics technology todd generation suddenly obsolete follows story man must fight life struggling discover sense humanity individuality trait new soldier known two thing entire life fear discipline russell give commanding performance todd soldier else must obey order without question suppressing emotion individual thought line movie russell speaks volume eye role demonstrates fact one appreciated actor time disappear entirely character todd credit ability part created someone quite different done given todd depth credibility someone lesser talent could easily rendered nothing pretentious superficial stereotype notable performance also turned connie nielsen sandra jason isaac colonel mekum rounding supporting cast jason scott lee memorable caine one new generation soldier sean pertwee mace gary busey captain church michael chiklis jimmy pig mark bringleson rubrick anderson delivered action film message cautionary tale transcends genre science fiction soldier reminds u importance keeping humanity life intact entertaining way making u consider alternative like bleak future world good movie make whole lot difference much like mad max movie ultimately uplifting going make take pause think kind universe must live together share rate one,1
happens one favorite horror film rich classy production boasting excellent cast ensemble actor beautiful location cinematography haunting musical score intelligent novel plot theme atmosphere dread menace reminiscent classic film rosemary baby shining wherein young vulnerable woman find victimized supernatural force old creepy building macabre past cristina raines play top new york city fashion model named alison parker happy outgoing exterior mask deeply conflicted troubled soul evidenced revelation past attempted suicide twice teenage girl walking degenerate father cavorting bed two woman rip silver crucifix neck toss floor second time married lawyer boyfriend wife supposedly committed suicide learning affair telling beau played suitably slimy chris sarandon need live year answer newspaper ad fully furnished spacious one bedroom apartment old brooklyn height brownstone building actually exists located montague terrace right brooklyn height promenade remsen street producer actually filmed inside building apartment paying resident inconvenience course real estate agent miss logan ava gardner seems interested alison take apartment interest cannot solely explained commission would earn especially quickly drop rental price month alison agrees upon leaving building miss logan notice elderly man sitting apparently staring top floor window miss logan identifies man father halliran tell alison blind alison response logical blind look moving alison meet resident building including lesbian couple played sylvia mile beverly angelo provide alison uncomfortable welcome building alison mental health physical well soon start deteriorate plagued splitting headache fainting spell relay concern miss logan sleep disturbed nightly basis clanging metal loud footstep coming apartment directly dumbstruck learn apart blind priest one lived building last three year summoning courage one night confront nocturnal tormentor arm butcher knife flashlight enters apartment upstairs confronted cancer riddled specter dead father us knife self defense come police investigate find sign violence apartment corpse blood nothing yet alison fled building collapsed street covered blood turn nary mark alison realize film denouement brownstone purpose put reason reason whose origin date back biblical story garden eden angel uriel posted entrance guard devil unknowingly primed prepped catholic church assume important role one guarantee soul damned two suicide attempt saved time invisible neighbor turn quirky oddball different agenda mind competent intelligently done film one surprisingly portrays church representative mostly sympathetic light,1
even remotely funny mouldy waxwork film would still soberingly disrespectful stopping short digging boy corps enacting weekend bernie producer larry harmon director frickin ernest film use holding copyright excuse crap stan ollie legacy gailard sartain fair ollie impersonation bronson pinchot reach tenth place stan lookalike contest even spot film would less detestable less said surrounding catastrophe better make utopia look like dignified swan song,0
like circle movie lead back point departure image crane crossing muscovite sky represent freedom realize life wish order aspire greatest possible fulfilment beginning veronica boris experience promise happiness eye follow path crane exhilaration seems might able live according dream man bird life draw rule human escape cannot change even making supreme effort war break without much hesitation boris sign front order fulfil patriotic duty cannot even say good bye veronica arrives late assembly point soldier sent away surrounded jubilant crowd attempt attract boris attention must inevitably fail boris eventually get killed war without veronica learning moment brother mark vigorous musician obtained exemption military service corruption eager take place veronica initially resists frightful night bombing finally fall victim charm marriage take place never accepted family soon feeling guilt seize hold veronica realizes boris return one thing actually longs therefore eas bad conscience despair self sacrificing work field hospital war finally crowd enthusiastic people gather order cheer victorious soldier veronica among forcing way wall body hand carrying bunch flower finally give away complete stranger one homecomers dashed hope confirming sad certainty boris death crane invade sky drawing wayward line veronica watching look eye different one accept impossibility live according preconceived plan follow guideline dream human nothing helpless puppet hanging inscrutable string fate,1
extremely bad one long train wreck last episode something see bought serenity episode amazon unboxed first purchase free good thing experience incident comment really acting since guess fairly new people really gotten job right yet least never seen type major show theater tv easily forgotten special effect absolutely horrendous true exactly multi million project original star trek better thirty five year ago especially got laugh bad guy reaper something like ship chased hilarious looking firefly smoke coming engine looking something like gigantic model rocket fully expected eventually see wiley coyote riding top chasing roadrunner modern jet rocket engine even bad even worst wild west type shoot out wondering actually watching sci fi film gene autry one regardless hype waste time something minute disaster called firefly,0
intended light entertainment film indeed successful first half succumbs rapidly foundering script drop harry judd nelson reformed burglar daphne gina gershon aspiring actress employed live window mannequin department store one evening late leaving locked within whereupon witness less protective glass observation point apparent homicide occurring street ostensible murderer mile raymond nick mancuso local sculptor return following day observe mannequin since realizes possible witness prior night violent event one posing pair flinch fun begin daphne harry report observation local police station detective taking crime report remembers harry criminal background becomes cynical great many way film become hackneyed one manages utilize including obligatory slow motion bedroom scene passion low budget affair shot vancouver even police procedural aspect displayed rote always capable gershon try make something role mancuso incredibly histrionic bizarrely attack line obvious loose rein although film sag nonsense cinematographer glen macpherson prefers follow suit set camera lighting splendidly realised composition viewer may focus upon ignoring plot hole witless dialogue well crafted score appropriately based upon action contributed hal beckett mentioned dialogue initially somewhat fresh delivered well bantering manner nelson gershon subsequent context flawed continuity logic predictability take direction reflects lack original idea point view post production flaw set work back farther expected basic thriller,0
like early masterpiece elephant man lynch prof detractor tell straight simple story without losing artistic touch true story elderly retired man expertly played richard farnsworth decides ride tractor across state pay final visit estranged brother stand death door beautiful score badalamenti exquisite photography rural life love aerial corn field shot sly director hand reveals man basic humanity beautiful slice life film extremely slow pace may lull viewer sleep stay along ride well rewarded end,1
start saying fan bad movie really bad movie state front passenger snake think accurate say passenger snake snake anything particularly interesting whole movie fact blunder little happening although occasionally great gore shot pulsating arm green goo puke bad movie green goo ending come along quite literally smack seat hysteria movie get boost rating certain movie world want show friend watch reaction certain event happens example arrival big man r kelly trapped closet line shark attack know hear arrival mama shark shark attack almost every scene troll ending dracula utter disbelief confusion end movie proudly sits category worth sitting get drunk stoned whatever poison watch movie mate quite simply like bad movie get get confused snake plane relation pay fiver either,0
recently saw movie international business class expecting anything another boring documentary say love documentary hard bad luck movie class imagine surprise movie actually movie came film tell cultural difference work place need cooperate get anywhere culture clash show different world differently perceive someone come along give u wake call would highly recommend film anyone business want laugh yes funny well cheer,1
ringmaster jerry springer pathetic excuse wasting film recycled toilet paper recently destroyed confidence art film first made second people went see third people voted best movie ever seen monkey could make movie percent sure would billion time good crappy movie moment even godzilla cool special effect film moment left theater nauseated thing possibly could made movie worse would jerry springer star want stare crap hour half take dump anyone utterly despise movie pity child child child child however contrary springer belief clearly condone child sex,0
believe dumb movie truly storyline written keira knightley mother ruin movie extreme straight dull absurd make absolutely sense whatsoever movie lagged bad especially beginning story kept going everyday flirt often time seeming like threesome movie annoying deadbeat couple poet wife complete total drunk start wife sleep around men make end meet poet pervert thrives cheap boo woman wife waaayyyyyy quickly becomes friend former childhood lover played keira suddenly get jealous knowing full well two lover since kid something seem right mean come get program lady expect bottom line former lover meet new wife embracing get jealous former woman lover get married husband get jealous bombard crazy drunk couple home crazy husband call police end going court man attempted murder charge summed nutshell movie moment quality good acting cillian murphy cannot believe watched complained movie family member watching fell asleep decided give chance stuck first instinct,0
wimpy stuffed shirt armand louque blandly played veteran character actor dean jagger rare lead role join group researcher want find destroy secret technique creating zombie armand fall lovely claire duval fetching blonde dorothy stone us meek sap get armand colleague clifford grayson hopelessly wooden robert noland marry furious used spurned claire armand us knowledge voodoo get revenge sound exciting well sure starter victor halperin static non direction let meandering uneventful talk ridden story plod along excruciatingly slow pace worse yet halperin crucially fails bring tension atmosphere momentum hideously tedious proceeding mostly blah acting largely insipid cast help matter george cleveland hearty general duval e alyn warren irascible dr trevissant manage enliven thing bit welcome refreshing hammy histrionics drippy stock film library score painfully obvious stagebound set crude cinematography pretty lousy unimpressive well fact feeble excuse fright feature crummy even uncredited starkly staring eye great bela lugosi alleviate brain numbing boredom dismally dull dud,0
north south book ii ultimate tv series spotting cameo appearance highly entertaining gene kelly james stewart elisabeth taylor olivia de havilland robert mitchum even johny cash series come close achievement ever seen anyone looking like lincoln dick smith prosthetics made hal holbrock powerful performance even crafted costume jaw dropping location everything clear nowadays excellent bright tv series desperate housewife lost north south still one kind miss david carradine portrayal ultimate villain may call violent husband worth viewing maybe character situation stereotyped admit positive side clearly cast shadow glad finally available dvd spain,1
tom berenger put soul sgt barnes done thomas beckett thought world folding first scene nothing compared much felt last scene great movie even girl,1
hulk hit theater long dvd old incredible hulk tv show popped attempt cash craze saw similar occurrence year prior spider man cartoon appeared dvd coincide hero big screen debut company leap opportunity ride financial coattail hot brand fact picture never surfaced shelf wal mart featured hero clobbered box office summer say lot guess everyone involved would rather forget fair fantastic four bad everyone say let rephrase unentertaining negative review might suggest veteran television actor alex hyde white remember role lead way reed richards brilliant scientist along crew gain bizarre power outer space mishap left ability stretch contort body outrageous length future wife sue storm rebecca staab suddenly turn invisible brother johnny jay underwood may ignite poor ben grimm michael bailey smith lovable lug whose body morphs mass craggy orange rock friend becoming accustomed called upon rescue world certain chaos seems reed old colleague victor von doom joseph culp living name villainous jeweler ian trigger exactly helping old lady cross street either hero save day course like superhero movie question striking fantastic four amateurish virtually every aspect dialog lame tired sound like written junior high drama class acting unpolished make third rate afternoon soap opera look like shakespeare special effect surprisingly good considering minuscule budget still positively embarrassing moment human torch fully ignites body instance entire movie briefly turn cartoon hear production meeting oh one notice intrigued action mean really cartoon least give mannequin fire held string prior scene foursome come earth spaceship crash pure teen backyard fare crew simply found field lit vaguely spaceship like object fire remnant major disaster course whole lot work script fairly coherent story simplified reed ben decide go outer space simply drop storm house ask care join really easy sort thing require oh know year training expertise world writer seemed inspired underrated genius display full house rerun bad may nothing compare painfully clichéd dr doom pulled right awful superhero cartoon right evil laugh slamming clenched fist table punctuate remark comic book least fantastic four ever featured villain obscenely one dimensional ultimately fantastic four saved complete turkey damn innocent tell people involved little talent experience really tried know final result would embarrassing impression big break people would flock theater bear repeating virtually money work sure half eaten cool thing costume thing considered well many flaw finished product fair amount fun comic book fan,0
along fernando fragata joão mário grilo abi feijó leonel vieira étc commercial director diamantino costa one best portuguese director lampião da estrela diamantino costa first movie made several successful commercial title starred one best portuguese comedian time herman josé josé pedro gomes great funny movie boa sorte diamantino,1
well caught tail end film hbo final minute must say contains probably laughable depiction distance running ever put film serious distance runner dedicated fan sport sat many painful demonstration movie however nothing could ever prepared shown screen final minute movie literally defies belief depiction runner even ironic considering african runner completely dominate sport elegant graceful female protagonist shuffle along like overweight pregnant woman highly trained male supporter better well race alleged world class runner surrounded pudgy overweight people many walking find interesting director decided lead female competition yet near end shown passing people look like staggering along two broken leg believe amazing stellar athlete overtaken crippled person end race maybe director think female runner run faster minute mile obviously never heard athlete like paula radcliffe tirunesh dibaba even running fan astonished insanely inaccurate portrayal running movie watchable unintentional comedy note director next time decide make movie sport might worth hire least one person actually observed sport action,0
wonder one best musical ever three busby berkely number end movie spectacular make film wonderful incredible non stop patter natural acting cagney blondell keeler also lovely even though may great actress freshness movie see flick today much less usually stilted film even though plot involving setting movie prologue quite dated,1
caution several spoiler someday somewhere going post apocalyptic movie made stink unfortunately postman movie though give credit trying kevin costner play somebody credited postman actually postman wanderer mule wasteland western america devastated unspecified catastrophe trade isolated village performing shakespeare suddenly pack bandit called holnists self declared warlord west descend upon village costner visiting evil leader gen bethlehem patton draft costner much misery numerous effort break costner spirit escape thus ending lengthy section movie could told better three minute flashback finally get major premise escaped costner find abandoned mail truck delivers letter nearest town hoping get food pretense postman number village people led young ford larenz tate want get postman act sit well bethlehem bandit costner find unwitting unwilling leader band postman war holnists idea postman versus bad guy ridiculous sound holnists depend livelihood fact village prey isolated one another holnists destroy one village could stand victim united unite village must communicate one another working mail system would thus big step toward putting holnists business really make lot sense bethlehem would get medieval heroic mail carrier unfortunately bethlehem eventual defeat result village uniting instead old standby cliche one one brawl costner even real attempt community use mail work together solve problem mail seems standard hi aunt debbie stuff played maximum sentimental value postman one predictable movie shot shot ever seen purposely try ruin movie straining figure going happen next talking kind predictability requires effort knew going happen next whether wanted know lion prominently showcased eating people holnist bandit seeking escaped costner venture bush noise shocked lion eats bunch unoffending villager rounded shot firing squad one villager sings famous last word right shot immense lack surprise covered statue unveiled show exactly everyone knew going costner bending pick letter cutesy kid saw earlier movie man tell bethlehem sir take wife bethlehem run unsuspecting sod though person theater unsuspecting rank cloying sentimentality really undoes postman olivia williams playing costner lover abby worst served pours heart material give best effort make sound natural sincere try hard heart breaking nobody could ever made line gift postman give hope like candy pocket sound like anything syrupy pap another example scene mounted costner thunder past little boy ignoring proffered letter turn around stare seems like five minute thunder back pick letter costner pick first time real reason artifice try fails give u feeling elation dashing kid hope restoring schmaltz predictability unite end statue postman revealed sat thinking please tell going show statue cut back scene cutesy kid surely saccharine obvious even movie ala music swelled indeed cut back dreaded little boy smiling letter maiden aunt whisked away held head hand thought somebody shoot felt like thirty pound apple pie rammed throat gen bethlehem humanized villain normal standard issue post apocalyptic villain meanest toughest b valley bethlehem shown little nothing man inside try make feel important beating others although menace thereby sacrificed bethlehem credible way villain unfortunately patton overacts although told early bethlehem utterly destroyed last challenger five second hand hand combat bethlehem actual fighting skill shown end movie absolutely ludicrous acting otherwise pretty good costner done better razzie overreaction mentioned olivia williams impressive larenz tate ford sincere credible job james newton howard score competent though short epic standard movie going enough save film rating,0
although snippet part documentary hinting necessity recreational drug law reform well developed contrast many snippet feel drug happen currently illegal scourge imaginable solution incarceration even guilty even mere possession drug although program whole leaf viewer impression drug war largely futile exercise waste money deserves praise almost nothing documentary address real problem total war merely possess illegal drug obviously cause contributes real problem drug warrior would tell asked think drug war designed solve example many minute spent surge violence associated rising popularity crack cocaine point program even hint law designed suppress crack cocaine make impossible drug seller enforce contract business arrangement court law forcing resort violence stay business instead seeing law important cause violence drug seem take brunt blame inexplicably alcohol prohibition violence ensued subsequent reversal prohibition totally ignored program program help perpetuate ridiculous stereotype drug user primary force driving expensive problematic drug war possibility incorporating drug alcohol happy successful life really touched use drug excess probably going cause personal problem user drug excess like alcohol user alcoholic want point view someone belief adult moral right incarcerated life ruined criminal justice system using drug government mostly arbitrary political reason rather reason based sound social policy legitimate science decided totally prohibit whose user decided metaphorically wage war forget none hand hardly category anti drug propaganda mostly interesting neutrally presented history drug th century united state like marijuana lsd heroin cocaine mdma oxycontin significant element various people point view regard drug law thoughtful well informed slanted favor drug warrior mentality especially respect drug marijuana criminal justice system along often harsh life ruining penalty obviously answer appropriate answer every single social problem unfortunately epidemic nation yet unnamed disease whose primary symptom lack imagination respect social policy come certain drug lack compassion fellow human prejudice people use drug governmentally approved perhaps vested interest growth prison policing industry horrid apathy regard human dignity morally wrong kidnap incarcerate people unless damn good reason mere possession arbitrarily selected group drug clearly reason really primary issue come drug yet program ignores sum part program neutrally present history without feeding stereotype drug user heart drug war mentality pretty good interesting entertaining come presenting rational non radical point view regard drug policy giving viewer example people drug problem also many people successfully incorporate drug happy successful life pretty disappointing,0
mature intelligent highly charged melodrama unbelivebly filmed china wei wei stunning performance catylast love triangle simply stunning oppurunity see magnificent film take,1
usually like hongkong martial art fantasy movie hated one upon time china shogun assassin chinese ghost story even big trouble little china favorite film sucked much fancy trick stupid story,0
brief period clint eastwood string spaghetti western dirty harry film director siegel teamed make unusual picture eastwood play injured union army corporal civil war taken southern school girl recovers wound since young woman seem teenager man premise reluctant turn local rebel soldier resulting situation often humorous shocking erotic even downright grotesque eastwood slowly regains strength begin brood establishment basic storyline almost sound like making porno film masculine male suddenly surrounded young nubile woman sexually attracted willing spread love amongst material never really slip level tasteless however eastwood siegel cinematographer bruce surtees skilled filmmaker film always retains dignity eastwood john mcburney like character ever played mcburney amoral conniving lustful charlatan know woman even youngest want bod let one shot mcburney often us flattery butter woman us rugged good look reel like drunken player cocktail party often hitting different woman even scene eventually lustful way cause great agony loss way must see author would dream revealing specific consequence action little doubt coming eastwood give typically great performance seems blast role thing turn really ugly turn mean ugly geraldine page treat steely b tch run school know want mcburney much girl checkered past shown u flashback find mae mercer slave belonging school give great performance obviously know mcburney skunk beginning never let phony charm bring guard character want know film seems greater knowledge world anyone else film beguiled poorly theatrical release nobody quite sure make content doubt raised eyebrow example early scene see eastwood romantically kiss yr old girl trying keep quiet rebel soldier get close really enjoying probably fantasy sequence later even show clint getting page young assistant truly interesting going one good thing eastwood became star one might long forgotten highly recommended star hound,1
see c thomas howell appeared many movie since heyday accomplished young actor bought dvd cheap part internet related plot see much older c thomas howell recall seeing movie since word big disappointment give low budget movie chance one started lame within first minute movie elusive woman chatting asian guy chatroom basically stimulate chat insists meeting participant person meet sex tie murder cold blood plot deteriorates plot thin flimsy acting stiff bother renting much less purchasing even dvd bin plan take copy dvd goodwill truly amazed prior reviewer gave movie bad rating,0
movie action comedy heroic best finest actor gunga din remain classic enjoyed like good movie excellent picture collection,1
beware lovely originated play written mel dinelli apparently liked writing frightened woman first best effort screenplay spiral staircase also loretta young suspense thriller cause alarm couple year earlier play dinelli wrote originally entitled man ran performance broadway season dinelli effort broadway starred dorothy gish richard boone role gish boone played taken ida lupino robert ryan whatever reason rko thought eliminate age difference dinelli rewrote play screen wondering thought certainly frailty issue eliminated completely story thing eliminated people wearing period clothing around world war yet reference time story take place thought strange later telephone company repairman come ida lupino residence noticed truck vintage one era film almost entirely set within ida lupino home hired itinerant stranger robert ryan handyman film great object lesson hiring stranger without reference turn ryan schizophrenic imprisons lupino home day lead fine job even change made film like beware lovely stuff small studio like rko best done mgm paramount glossy trapping would overwhelmed solid story,1
voting option compelled use next available figure sad day bollywood type movie star cast actor nothing bunch juvenile acting awful script movie nowhere near called clone hitch salman khan usual take shirt theme govinda humorous laugh somebody told decade ago would writing comment salman success maine pyar kiya would written,0
like title thread say impression got movie marlee matlin character always angry cynical pathetic character first date william hurt character dancing dumb tried finish watching movie four time four time fell asleep would keep watching movie one intention beat problem insomnia put sleep sweet dream,0
normally take time make comment people read movie see however case feel must warn might consider wasting time finished watching five minute ago quite simply one worst movie ever seen life acting horrible plot nonexistent production value poverty level best know even low budget movie great one thing could saved movie horror fan purpose screen gore slashing grand total three time occurs screen effective reasonably disturbing happens especially end scene simply enough movie long minimal content dialogue heavy consequently almost impossible watch happens put nutshell room spare three teenage girl irresponsibly knowingly go driving isolated area girl previously abducted murdered car course break taken old boring house inhabited three crazy people one psychotic killer three eventually murdered one one screen seems like eternity boring slow paced nonsense said thing worth watching even murder please buy rent fooled like misleading box art movie description save money time,0
first talking picture returned oblivion hear see autumn edison lab complex west orange new jersey thomas edison associate william dickson tried combine two existing technology phonograph kinetoscope record sound image together event dickson unable synchronise playback sound image experimental film never released paying audience consequently unlike many silent film dickson made edison time official title silent image recorded fps library congress year known film historian mute curiosity also known soundtrack recorded one crude wax cylinder languishing edison national historic site although nobody knew one changed recently curator located wax cylinder broken several piece reassembled playback obtained sound digitised hollywood veteran soundtrack editor walter murch cleaned background noise tweaked digitisation make synch film image murch digitally compressed fps sound image synchronised last film begin offscreen man voice calling rest fellow ready go ahead unseen speaker remains unidentified probably dickson assistant fred ott screen dickson play violin immense funnel mounted tripod one edison sound recording device alongside full view camera two male lab assistant embrace quick ballroom dancing tempo dickson music film last barely second long enough u marvel crude technology provoked laughter sight two men waltzing arm speaking warning well known extremely inaccurate reference book celluloid closet late vito russo includes frame enlargement movie identifies gay brother incorrect gay brother entirely different movie made dickson edison lab period gay brother never soundtrack brief fiction film two brother gay sense russo meant deceased mr russo reason wanted u perceive dickson experimental sound film arguably first movie musical artefact th century homoeroticism hmm gay men musical sorry content vitally important film deserves rating often maintained lost movie ever considered irretrievable unless deliberately destroyed delighted report film finally available audience producer intended century filmed,1
saw story plot script make absolute sense samvise brave part without ring character showing blue reason hercules hated everyone one know leelee sobiesky showing true talent two crappy special effect good actor wasting talent mention leelee two talent say awful even nbc tv standard lowest waste way people give mini series many star beyond shame make line final word avoid avoid u considering buying,0
loved show used actually leave pub ten minute closing run road catch remember daniel peacock sketch gandhi newsagent masterpiece set design lighting world creating atmosphere felt actually living v unusual comedy unfortunately encountered one person apart reviewer ever knew programme existed fact thank imdb coming existence proving fact imagined whole series drunken haze seriously starting believe,1
labor love frame picture perfect grab sheer emotion story telling take dream stay long movie director get heart lead minute visual poetry part emotional ride character seen movie festival got standing ovation every showing remarkable story telling transcends nationality language felt part drama unfolding casting perfect one get vijay raaz camille benoit hold strongly recommend film everyone appreciates good cinema wait commercial release movie,1
tricky thing play queen one hand actress majestic imperious show vulnerability tough situation well gathering courage resolution overcome odds since almost movie queen basic plot line emily blunt quite radiant victoria full performance like blame help feel like mill boon novel adaptation compared darker dramatic movie another young queen elizabeth hence blunt get run gamut queenly emotion least full extent since know young victoria see old victoria check mr brown jean marc vallee interesting choice director movie last c r z excellent propelled fame quite different movie remember looking gorgeous probably main similarity two movie vallee wrote c r z one julian fellowes though really enjoyed gosford park story movie much less interesting soon got lost governmental politics maybe less engaging potential beheading monarchy saying,1
friend give huge box laserdiscs flash gordon serial say gonna giant coaster say serial rock whine moan almost everyone knew find laserdisc player em really little everything serial lion men hawk men shark men earthman guess call em mongo men set costume combine greek roman oriental egyptian even armour like english knight awesome costume riot horrible tights short em worn zarkov beyond description guy furnace scene seem wearing boxer also funny way renamed octopus octosack orangutan orangapoid tiger tigron even dragon godzilla like creature threatens flash couple occasion killed like invisible man got covered like sword fight wrestling animal men fist fight plenty taste underwater city sky city city top mountain tonne secret passage cave hokey effect massive amount sky city supported radium furnace stoked like old time steamship rocketships powered firework constant backfire humming noise lot wire visible holding thing like food flash invisible course rocketships cloud space none around earth viewed mongo giant lizard show briefly fighting sea creature supposedly threaten flash co way shark men underwater city gadget dr zarkov lab crack seem one matter lab worked ming lab vultan yeah romance everyone want dale ming vultan flash least one person wanted princess aura prince baron person would preferred fact seems lot sub plot concern intrigue part princess aura try win flash man think character awesome fat horse laughing king vultan hilarious managed wing pure artistry ming say ming perfect emperor starwars ming got favourite character serial princess aura quite little character pulled nicely think better actress dale arden long shot even sneaky high priest distinctive role zarkov good strongest character always stood background fight scene holding dale get flash flash course strong point leader hero well crabbe good actor role fit perfectly watching think know george lucas got main idea starwars watch see mean ever considered watching old serial serial matter first choice reason give one story hole could fixed easily way giant lizard seemed tacked couple weak character king shark men king lion men,1
stuffy melodrama quite easily worst film starring ingrid bergman seen even luminous screen presence save insufferably slow meandering movie nearly impossible sit without fast forwarding lot die hard bergman fan others likely fall asleep suggest watch bell toll instead,0
love bad shark movie really laugh hysterically scifi channel marathon culminating premier new original picture hammerhead shark frenzy based preview looked like going highly amusing essentially remake benchley creature really prefaced showing shark attack megalodon shark movie hilarity best mood ready go bring hammerhead mad scientist man oh god movie wrong wrong wrong wrong sick twisted messed theoretical reproduction worst friend drugged girl brought suspended animation strapped table screaming head shark human hybrid fetus absolutely insane scientist deliberately implanted womb want jesus monkey call disturbing really plot work hmmm thought mad scientist son died cancer brought back life combining dna hammerhead shark shark succumb cancer hammerhead reproduce via placenta oh look perfect amphibious created next evolution human race know let make reproduce darned shark gene made son bloodthirsty instead raping hot babe keep sending little jungle paradise keep eating check among random people way unimportant plot twist ended research island woman son engaged died bet lead extremely touching heartfelt reunion woman going impregnate mad scientist indicates thrashing shark person tank sweet watch movie ever,0
nice see julie andrew trying straight dramatic role something done awhile character judith wise try pas judy old refined manner tomboyish hairstyle yore andrew enacts grown actress would interpret frigid surprisingly bland drama set barbados involving omar sharif liveliest leading man around even hoping make andrew spy also slowly leading proverbial bedroom unmemorable outing camp value james bond like credit beginning cheesy hoot julie quiet contemplative much audience film blake edward pace freakin thing like funeral,0
jack webb riveting marine corp drill instructor webb play sgt jim moore tough fair marine whose job prepare young teen possible combat one could played role better jack webb former marine assure accurate film dealing basic training corp extremely entertaining,1
amen magsel lot confusion going first know movie purchasing henry cele star every one bought movie thinking miniseries letdown would comedy young girl raped david hasselhoff spelling ok popcorn tv believable film english accent love story movie supposed young man rise military power slave ship captain getting jiggly english maiden looking daddy paid movie would call police would crime,0
routine mission iraq group delta soldier recover computer hard drive alqueda training camp detailing location weapon specialist dr walsh witnessing termination top secret weapon development program dr walsh find alternative funding source set new research facility deep notorious belzan forest chechnya developing weapon selling chechnyan rebel team delta sent black ops mission retrieve doctor technology russian find lab delta team soon discover doctor latest weapon flock large carnivorous bat genetically altered develop taste human flesh found movie much better expecting lot action lot blood less would expect creature feature acting great passable certainly seen worse overall enjoyable movie good popcorn movie,1
prepared bad movie bad movie guess complain twentysomething tom gay poster boy robert stadlober many issue know coming going stayed pretty girl serious mavie anna brüggemann nonsense angie emma daubas sarah baumann star movie within movie tom soul mate wild eyed margarete jana pallaske reminds béatrice dalle gina gershon got remember fine memory look good even ridiculous outfit mean ridiculous even berlin standard wonder whether liked movie character age guess watch indie idol oli schulz max schröder der hund marie performing street musician feeling pain,0
secret service agent jay killion charles bronson assigned protect president elect wife new first lady jill ireland difficult woman killion hand full victim numerous assassination attempt directed president chief staff want first lady dead movie insult intelligence story line also lack realistic location example scene depicting inaugural parade first lady roll royce convertible agent killion without president also know washington dc like weather wise january everybody top coat less even see palm tree degree sunny weather obviously filmed hollywood washington dc movie joke worth time,0
ok dvd got new amazon mean think badass pretty cool flick melissa bale slutty bitchy girl pick hot hell acting suck whole polt suck clown huge guy wearing mask disgusting ok recommend like u wanted rent good entertaining flick hard day work u nothing else ur obbsessed stupid movie like watch sometime know artisan dvd c k dvd collection c k good enough owned half way decent movie company ok well thats,0
really sure even begin describe bad movie like bad film often entertaining love bad special effect bad acting bad music inept direction exception music better expected movie quality special effect amazingly bad worst seen since nintendo scene watch include thunderchild woman crushed mechanical foot big ben scene train wreck wow many bad effect plus side though scene alien walker well done acting bad could possibly based directly h g well book good source material almost though actor trying top make funny mustache single distracting piece facial hair seen long time course half movie contains acting rest character walking around aimlessly poorly rendered effect shot say timothy hines inept director would injustice inept director use different colored filter shot particular reason use poorly rendered background even inside scene bad green screening amazing man ever got approval direct movie imagine would possible turn brilliant book bad movie bravo mr hines bravo advice anyone plan see movie friend enjoy bad movie drink play poker watching keep drinking maybe make way make excellent bad movie fun laugh silly disaster,0
movie grabbed attention like one see wanted watch movie twenty five year one time saw teen ager may year released remember movie touched deep held emotion profoundly still overwhelming desire watch intrigue movie provides human element father son seeking searching sure touch every human soul watch movie brought storage shown often many movie lesser depth know postscript received copy movie watching delighted see memory held true rating reflects movie content would like watch movie dvd seeing production used vhs tape took away overall quality,1
emma horribly flawed film based jane austen classic novel read book really know much plot yet still predicted nearly entire plot also many scene frustrated bad writing directing film though reason entertaining loved course scene disliked majority well acted funny gwyneth paltrow give one best performance heroine emma film also star toni collette okay much better ewan mecgreger also better still good alan cumming never really impressed pretty much jeremy northam performance rather wooden first look actually fairly subtle even needed much better adaptation jane austen book one still entertaining worth watching,1
full length feature film world bridge found first minute bit slow movie absolutely perfect describing professional bridge player go earning living scene funny think non bridge player would get charm movie dress really beautiful pity movie black white imagine would look like colour way medium portrayed absolutely hilarious way earth bridge ever like watch soon tell friend,1
movie got one worst ever seen make dvd story line might clicked film funding writer would cut nonsense sickly scene highly caution parent story line like loose cannon thing drive thru movie maker one would sprung reminded lot quickie film put poor script writing filming sensible character whole movie bartender beaver rest film could easily made middle school child give film rating truly awful left entire family sense cheated advice watch,0
